sample_id,family_id,label,subtype,scenario,behavior_mode,observation_profile,frame_count,simulator_version,feature_version,requested_depth_mode,fps,seed,split,attempted_missing_fraction,camera_residual_enabled,tracking_drift_enabled,feature_status,feature_config_id,rejection_reason,speed_median,speed_cv,acceleration_median,acceleration_p95,turn_rate_median,turn_rate_p95,curvature_cv,tortuosity,heading_change_ratio,observed_points,duration_seconds,nominal_fps,clock,missing_fraction,longest_missing_seconds,long_gap_count,mean_conf,boundary_fraction,usable_segments,retained_points,heading_valid_fraction,retained_duration_seconds,training_length_group
20260906:sudden_dash:202:drone:fixed_wing_drone:noisy,20260906:sudden_dash:202,drone,fixed_wing_drone,sudden_dash,cruise,noisy,321,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.4610591900311527,False,False,accepted,231df697e717ad91,,141.23401196471758,0.1329848129799455,26.983633255945826,88.19951853468508,0.16802595598234546,0.48765065960249676,0.8265858918085708,1.0042533541694258,0.03370786516853935,173.0,6.633,30.00150761344791,timestamp_ms,0.135,0.5996683417085424,1.0,0.8483444561056231,0.0,2.0,173.0,1.0,6.0,standard
20260906:baseline:270:drone:racing_quad:ideal,20260906:baseline:270,drone,racing_quad,baseline,cruise,ideal,256,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.63671875,False,False,accepted,231df697e717ad91,,183.53358839877924,0.08554101127190136,8.35539136294049,38.47572663255742,0.04079632505586365,0.10093008792667413,0.6951872726904884,1.0002103666551365,0.0,93.0,3.467,29.997115661955583,timestamp_ms,0.11428571428571432,0.3996634615384616,1.0,1.0,0.0,2.0,93.0,1.0,3.034,standard
20260906:sudden_dash:240:bird:pigeon:noisy,20260906:sudden_dash:240,bird,pigeon,sudden_dash,sudden_escape,noisy,278,4.0.0,4.0.0,crossing,30.0,20260906,train,0.13669064748201443,True,True,accepted,231df697e717ad91,,79.81620474032876,0.1494485099198209,26.587326934485322,81.60744938611751,0.30288125845709885,0.8689746729020049,0.8060714221363884,1.0020706463648517,0.22007722007722005,240.0,8.667,29.998846198223145,timestamp_ms,0.08045977011494254,0.033665384615384784,0.0,0.8038937069713236,0.0,1.0,240.0,1.0,8.667,standard
20260906:sudden_dash:40:bird:seagull:ideal,20260906:sudden_dash:40,bird,seagull,sudden_dash,thermal_circle,ideal,362,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,46.17218324650955,0.43329769614768127,15.475712765082237,36.45142493287783,0.3401088292867068,1.0054102186625786,1.3665240578034274,2.3500681197588027,0.30277777777777776,362.0,12.033,30.000831047951472,timestamp_ms,0.0,0.0006675900277015312,0.0,1.0,0.0,1.0,362.0,1.0,12.033,standard
20260906:baseline:123:drone:racing_quad:ideal,20260906:baseline:123,drone,racing_quad,baseline,cruise,ideal,299,4.0.0,4.0.0,approaching,30.0,20260906,train,0.6120401337792643,False,False,accepted,231df697e717ad91,,286.37937102278323,0.18038514171015665,51.01294603622003,71.39900078848494,0.010058445229844833,0.06722317157540877,1.1763180609360788,1.000038026142417,0.0,116.0,3.833,30.002608922514998,timestamp_ms,0.0,0.0006695652173915531,0.0,1.0,0.0,1.0,116.0,1.0,3.833,standard
20260906:baseline:185:bird:falcon:ideal,20260906:baseline:185,bird,falcon,baseline,sudden_escape,ideal,267,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.5131086142322097,False,False,accepted,231df697e717ad91,,238.01439357066758,0.17852628698718906,29.44519797482598,88.25702600704719,0.04093941214733382,0.10772160098459249,0.735170688205984,1.0007306780350091,0.0,130.0,4.3,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,130.0,1.0,4.3,standard
20260906:sudden_dash:145:bird:falcon:ideal,20260906:sudden_dash:145,bird,falcon,sudden_dash,foraging_zigzag,ideal,75,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,165.52293580252913,0.18492640674414812,48.09263039652392,68.72685678111701,0.21396960328979736,0.3476411722568141,0.599906300304787,1.0115764227271482,0.0,75.0,2.467,29.995946493717067,timestamp_ms,0.0,0.0006621621621624163,0.0,1.0,0.0,1.0,75.0,1.0,2.467,standard
20260906:sharp_turns:222:drone:fixed_wing_drone:ideal,20260906:sharp_turns:222,drone,fixed_wing_drone,sharp_turns,cruise,ideal,321,4.0.0,4.0.0,receding,30.0,20260906,train,0.11526479750778817,False,False,accepted,231df697e717ad91,,141.63846614307852,0.1287425979808175,9.05947722803807,27.793298299600366,0.17801845631957303,0.24908069279968076,0.6163237301986701,1.1055474510667955,0.0,284.0,9.434,29.997880008479967,timestamp_ms,0.0,0.0006643109540647452,0.0,1.0,0.0,1.0,284.0,1.0,9.434,standard
20260906:sharp_turns:209:bird:pigeon:noisy,20260906:sharp_turns:209,bird,pigeon,sharp_turns,thermal_circle,noisy,293,4.0.0,4.0.0,receding,30.0,20260906,train,0.07167235494880542,False,True,accepted,231df697e717ad91,,50.013957202791666,0.3515284665404039,29.57736613995854,76.60299951358685,0.6551145279900454,2.086361792804834,1.2557306651201419,1.4321219005385004,0.6227844310447086,272.0,9.733,30.001027432446318,timestamp_ms,0.07167235494880542,0.2666678082191781,1.0,0.8172554339897729,0.0,2.0,272.0,1.0,9.433,standard
20260906:baseline:30:drone:fixed_wing_drone:ideal,20260906:baseline:30,drone,fixed_wing_drone,baseline,cruise,ideal,280,4.0.0,4.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,33.71609294723942,0.3504070875583521,4.242472985544409,7.0081779083640665,0.01010837911562755,0.051948853469132944,1.297216304262016,1.0004723248900655,0.0,280.0,9.3,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,280.0,1.0,9.3,standard
20260906:multi_mode:9:bird:falcon:ideal,20260906:multi_mode:9,bird,falcon,multi_mode,flap_jitter,ideal,183,4.0.0,4.0.0,approaching,30.0,20260906,train,0.05464480874316935,False,False,accepted,231df697e717ad91,,115.47414717664434,0.3966640992474476,17.83035756865938,130.4120002939608,0.05381663534027259,0.8155285004655867,1.256977721004718,1.157161646028523,0.23391812865497078,173.0,5.733,30.001744287458575,timestamp_ms,0.0,0.0006686046511634874,0.0,1.0,0.0,1.0,173.0,1.0,5.733,standard
20260906:baseline:67:drone:fixed_wing_drone:ideal,20260906:baseline:67,drone,fixed_wing_drone,baseline,cruise,ideal,220,4.0.0,4.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,106.29660640370098,0.4579848003384828,23.091625238173332,66.8849283071548,0.009330515697376637,0.028679482769036643,0.8870374009653379,1.0000293456646177,0.0,220.0,7.3,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,220.0,1.0,7.3,standard
20260906:sharp_turns:92:bird:falcon:ideal,20260906:sharp_turns:92,bird,falcon,sharp_turns,sudden_escape,ideal,60,4.0.0,4.0.0,receding,30.0,20260906,train,0.033333333333333326,False,False,accepted,231df697e717ad91,,121.74751631093714,0.057199166771355475,7.355481656180005,26.962632781705963,0.2694024447110534,0.7401238346790322,0.8299482442793494,1.0141561457072392,0.23214285714285712,58.0,1.9000000000000001,30.0,timestamp_ms,0.0,0.0006666666666666973,0.0,1.0,0.0,1.0,58.0,1.0,1.9000000000000001,short
20260906:baseline:203:drone:racing_quad:noisy,20260906:baseline:203,drone,racing_quad,baseline,cruise,noisy,160,4.0.0,4.0.0,receding,30.0,20260906,train,0.18125000000000002,True,True,accepted,231df697e717ad91,,31.875306080900632,0.19403685409678914,27.977761805397527,80.42501443089478,0.8471873121207028,2.581546121678718,0.9889867177833245,1.0123562763011125,0.6985294117647058,131.0,5.3,30.0,timestamp_ms,0.18125000000000002,0.6666666666666664,1.0,0.8362532273016067,0.0,2.0,131.0,1.0,4.6,standard
20260906:multi_mode:285:drone:hover_quad:noisy,20260906:multi_mode:285,drone,hover_quad,multi_mode,cruise,noisy,66,4.0.0,4.0.0,receding,30.0,20260906,train,0.06060606060606055,True,False,accepted,231df697e717ad91,,11.3710269649148,0.3193671998800418,24.133366184712724,67.19455865242931,2.330441169926136,6.651208997650582,0.8271551278394528,1.1052134470812032,0.9375,62.0,2.167,29.995385325334563,timestamp_ms,0.06060606060606055,0.03366153846153852,0.0,0.9061455895855359,0.0,1.0,62.0,1.0,2.167,standard
20260906:sharp_turns:113:drone:hover_quad:noisy,20260906:sharp_turns:113,drone,hover_quad,sharp_turns,cruise,noisy,120,4.0.0,4.0.0,receding,30.0,20260906,train,0.125,True,True,accepted,231df697e717ad91,,31.80856238138885,0.3603378740978636,24.378786994993714,77.66887349087139,0.8337929629550378,3.9626743486691662,2.010954705784368,1.0775333755183065,0.6380885827240298,105.0,3.967,29.99747920342828,timestamp_ms,0.125,0.3666638655462184,1.0,0.879727085668831,0.0,2.0,105.0,0.9809523809523809,3.567,standard
20260906:sudden_dash:293:bird:seagull:ideal,20260906:sudden_dash:293,bird,seagull,sudden_dash,sudden_escape,ideal,400,4.0.0,4.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,24.926160227821125,0.2761280034040776,1.9451755234541979,4.722405554467704,0.041190903284396,0.11018790783127085,0.9691371077119634,1.0033656732351657,0.0,400.0,13.3,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,400.0,1.0,13.3,standard
20260906:multi_mode:79:bird:falcon:noisy,20260906:multi_mode:79,bird,falcon,multi_mode,sudden_escape,noisy,271,4.0.0,4.0.0,crossing,30.0,20260906,train,0.5793357933579335,True,True,accepted,231df697e717ad91,,308.38735020725215,0.07840130432401318,38.07518502184388,129.92786437533366,0.10985075013015855,0.305188859626003,0.761552560174279,1.0008907496610189,0.0,114.0,3.967,29.99747920342828,timestamp_ms,0.050000000000000044,0.06666386554621846,0.0,0.7508816197424241,0.0,1.0,114.0,1.0,3.967,standard
20260906:sharp_turns:189:bird:pigeon:noisy,20260906:sharp_turns:189,bird,pigeon,sharp_turns,sudden_escape,noisy,128,4.0.0,4.0.0,crossing,30.0,20260906,train,0.234375,True,False,accepted,231df697e717ad91,,182.52424399151494,0.28433567896539386,43.191135535783964,142.42119337834365,0.1510537138707753,0.5429619374157046,0.9415218967589656,1.005106540148897,0.06249999999999999,98.0,3.767,29.99734536766658,timestamp_ms,0.14035087719298245,0.1996637168141594,0.0,0.755500882478345,0.0,1.0,98.0,1.0,3.767,standard
20260906:sudden_dash:99:drone:racing_quad:ideal,20260906:sudden_dash:99,drone,racing_quad,sudden_dash,cruise,ideal,375,4.0.0,4.0.0,receding,30.0,20260906,train,0.30400000000000005,False,False,accepted,231df697e717ad91,,18.211506825551897,0.3224341611047346,4.114287685384052,13.573806172931102,0.10466334069879754,0.31073582882832207,0.8889227354227727,1.0016057162465786,0.0,261.0,8.667,29.998846198223145,timestamp_ms,0.0,0.0006653846153853102,0.0,1.0,0.0,1.0,261.0,1.0,8.667,standard
20260906:baseline:172:bird:falcon:ideal,20260906:baseline:172,bird,falcon,baseline,sudden_escape,ideal,159,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.7672955974842768,False,False,accepted,231df697e717ad91,,332.33486567307204,0.04019562475043768,39.09952671533718,55.80979447145168,0.10406439756877943,0.16313997868440902,0.4873330189903788,1.0006877239455905,0.0,37.0,1.2,30.0,timestamp_ms,0.0,0.0006666666666666973,0.0,1.0,0.0,1.0,37.0,1.0,1.2,short
20260906:baseline:172:bird:seagull:noisy,20260906:baseline:172,bird,seagull,baseline,sudden_escape,noisy,159,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.5471698113207547,True,True,accepted,231df697e717ad91,,164.8231232061437,0.07542754358231073,34.200393619294985,75.82282963026879,0.13611204377927974,0.45014320355478354,0.8989719361223644,1.0024690201064677,0.041666666666666664,72.0,2.433,30.00411015207563,timestamp_ms,0.027027027027026973,0.03367123287671228,0.0,0.8738533422968584,0.0,1.0,72.0,1.0,2.433,standard
20260906:multi_mode:179:bird:pigeon:ideal,20260906:multi_mode:179,bird,pigeon,multi_mode,glide,ideal,144,4.0.0,4.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,61.92207534917587,0.11053991261952154,8.2923920661884,16.463446820468633,0.10611494014434635,0.21312036574621981,0.5714539673327143,1.0057607869092156,0.0,144.0,4.767,29.99790224459828,timestamp_ms,0.0,0.0006643356643363588,0.0,1.0,0.0,1.0,144.0,1.0,4.767,standard
20260906:baseline:41:drone:racing_quad:ideal,20260906:baseline:41,drone,racing_quad,baseline,cruise,ideal,98,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.10204081632653061,False,False,accepted,231df697e717ad91,,164.58524473042462,0.07798821666948678,21.4519622126252,51.403120490005044,0.3616886031215168,0.4481451030644025,0.43490813985316745,1.0216948411294189,0.0,88.0,2.9,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,88.0,1.0,2.9,standard
20260906:baseline:114:drone:fixed_wing_drone:noisy,20260906:baseline:114,drone,fixed_wing_drone,baseline,cruise,noisy,95,4.0.0,4.0.0,approaching,30.0,20260906,train,0.052631578947368474,True,True,accepted,231df697e717ad91,,119.32751546323581,0.19519402522092433,24.084859303122478,75.24097243935128,0.23229130076364463,0.6702474194847678,0.8511501745708207,1.0008660319270806,0.13978494623655915,90.0,3.133,30.003191828917966,timestamp_ms,0.052631578947368474,0.06667021276595742,0.0,0.8132385034513112,0.0,1.0,90.0,1.0,3.133,standard
20260906:sharp_turns:79:drone:racing_quad:ideal,20260906:sharp_turns:79,drone,racing_quad,sharp_turns,cruise,ideal,236,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.8093220338983051,False,False,accepted,231df697e717ad91,,245.99122878231057,0.005011805940149812,4.762368146490495,11.869858937281077,0.0039416012155459885,0.020292184471323547,0.8960901163219932,1.0000026911239162,0.0,45.0,1.467,29.993183367416492,timestamp_ms,0.0,0.0006590909090909355,0.0,1.0,0.0,1.0,45.0,1.0,1.467,short
20260906:sharp_turns:192:drone:hover_quad:ideal,20260906:sharp_turns:192,drone,hover_quad,sharp_turns,cruise,ideal,76,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,46.843229480015076,0.12296942014717903,7.5417004440258495,18.746188152717355,0.15119054297128454,0.22906545980854043,0.6591364189393626,1.004778398241017,0.0,76.0,2.5,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,76.0,1.0,2.5,standard
20260906:multi_mode:7:bird:pigeon:noisy,20260906:multi_mode:7,bird,pigeon,multi_mode,glide,noisy,221,4.0.0,4.0.0,receding,30.0,20260906,train,0.12217194570135748,True,True,accepted,231df697e717ad91,,45.06929564315104,0.25208616787224475,30.097954485130895,92.613387494249,0.4843169198502685,1.6048968005428694,0.8850093313519323,1.0364269156951182,0.46464809104949895,194.0,7.333,30.001363698349923,timestamp_ms,0.12217194570135748,0.6326681818181822,1.0,0.7047591328981436,0.0,2.0,194.0,1.0,6.667,standard
20260906:sharp_turns:218:drone:fixed_wing_drone:noisy,20260906:sharp_turns:218,drone,fixed_wing_drone,sharp_turns,cruise,noisy,97,4.0.0,4.0.0,approaching,30.0,20260906,train,0.09278350515463918,True,False,accepted,231df697e717ad91,,66.1507472286592,0.282776057794946,24.736676562642483,84.5035283052529,0.4921524143842792,1.9152042562702694,1.0856688989591041,1.011762736311971,0.4631578947368422,88.0,3.2,30.0,timestamp_ms,0.09278350515463918,0.13366666666666668,0.0,0.9091448720390513,0.0,1.0,88.0,1.0,3.2,standard
20260906:baseline:172:bird:pigeon:noisy,20260906:baseline:172,bird,pigeon,baseline,sudden_escape,noisy,159,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.6729559748427674,False,True,accepted,231df697e717ad91,,200.7788401564834,0.0468401520525469,34.158409295468886,95.56226082678455,0.12318496139861568,0.34739866195518443,0.7782937975024807,1.0002603733692164,0.0,52.0,2.067,29.995162070633768,timestamp_ms,0.17460317460317465,0.33366129032258063,1.0,0.7125165174995035,0.0,2.0,52.0,1.0,1.7000000000000002,short
20260906:multi_mode:32:bird:seagull:noisy,20260906:multi_mode:32,bird,seagull,multi_mode,sudden_escape,noisy,368,4.0.0,4.0.0,passing_by,30.0,20260906,train,0.08695652173913049,False,False,accepted,231df697e717ad91,,53.994747413959566,0.465440426183623,32.515386612004214,80.98502771334508,0.417702301926103,1.7125882598858042,1.1393160258155166,1.7423116264471044,0.4119317844866809,336.0,12.233,30.00081746096624,timestamp_ms,0.08695652173913049,0.39966757493187993,1.0,0.8643276572290546,0.0,2.0,336.0,1.0,11.8,standard
20260906:sharp_turns:217:bird:seagull:noisy,20260906:sharp_turns:217,bird,seagull,sharp_turns,glide,noisy,63,4.0.0,4.0.0,approaching,30.0,20260906,train,0.07936507936507942,False,False,accepted,231df697e717ad91,,51.76015776830743,0.538595478888165,43.62378965797757,96.60135143069515,0.644796817567901,6.505068151861371,3.2572361542163017,1.0696526479386774,0.6065573770491803,58.0,2.067,29.995162070633768,timestamp_ms,0.07936507936507942,0.033661290322580646,0.0,0.9002514495987748,0.0,1.0,58.0,1.0,2.067,standard
20260906:sharp_turns:6:bird:pigeon:ideal,20260906:sharp_turns:6,bird,pigeon,sharp_turns,thermal_circle,ideal,220,4.0.0,4.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,83.80565050832426,0.22605824280577225,18.574932442450592,27.524809320862957,0.43177513478541035,0.9438290724576731,0.798145324121351,2.1149432179339107,0.3256880733944953,220.0,7.3,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,220.0,1.0,7.3,standard
20260906:sharp_turns:245:bird:falcon:ideal,20260906:sharp_turns:245,bird,falcon,sharp_turns,glide,ideal,354,4.0.0,4.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,46.946865359959496,0.4172809235724559,16.119493743175866,54.48183487498688,0.36343171797103435,1.7603562851639738,1.3678399864970723,3.9699893543611666,0.35511363636363646,354.0,11.767,29.999150165717687,timestamp_ms,0.0,0.0006657223796040987,0.0,1.0,0.0,1.0,354.0,1.0,11.767,standard
20260906:sudden_dash:104:drone:fixed_wing_drone:noisy,20260906:sudden_dash:104,drone,fixed_wing_drone,sudden_dash,cruise,noisy,85,4.0.0,4.0.0,receding,30.0,20260906,train,0.05882352941176472,True,True,accepted,231df697e717ad91,,47.676620273578564,0.0805241700175591,31.06435359259809,72.89495845977457,0.7052461248382473,2.197089051932565,0.9450734599808087,1.0078995483479025,0.6097560975609756,80.0,2.767,29.996385977593064,timestamp_ms,0.04761904761904767,0.03366265060240959,0.0,0.8347292678756295,0.0,1.0,80.0,1.0,2.767,standard
20260906:baseline:198:bird:pigeon:ideal,20260906:baseline:198,bird,pigeon,baseline,flap_jitter,ideal,196,4.0.0,4.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,79.52807631966954,0.2312691138513897,8.694600097064912,18.356893929402354,0.02331360586941052,0.09162368106332014,0.8974813632507077,1.000761601055697,0.0,196.0,6.5,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,196.0,1.0,6.5,standard
20260906:baseline:71:bird:seagull:ideal,20260906:baseline:71,bird,seagull,baseline,flap_jitter,ideal,80,4.0.0,4.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,231df697e717ad91,,88.220809642889,0.036268354608351934,4.1201679731677405,9.592383009173446,0.03341736434398779,0.04037691978103829,0.17137801212993337,1.0003110771602057,0.0,80.0,2.633,30.00379794910748,timestamp_ms,0.0,0.0006708860759496171,0.0,1.0,0.0,1.0,80.0,1.0,2.633,standard
20260906:baseline:239:drone:consumer_quad:noisy,20260906:baseline:239,drone,consumer_quad,baseline,cruise,noisy,65,4.0.0,4.0.0,receding,30.0,20260906,train,0.03076923076923077,False,True,accepted,231df697e717ad91,,68.31363432389699,0.03693985405633162,24.09557081041433,58.588693685675416,0.4538937265750234,0.9219712473712545,0.6203327043251443,1.0024093048249827,0.4126984126984128,63.0,2.133,30.004688232536335,timestamp_ms,0.03076923076923077,0.03367187499999995,0.0,0.750887380196358,0.0,1.0,63.0,1.0,2.133,standard
20260906:sudden_dash:264:bird:falcon:ideal,20260906:sudden_dash:264,bird,falcon,sudden_dash,sudden_escape,ideal,393,4.0.0,4.0.0,approaching,30.0,20260906,train,0.6234096692111959,False,False,accepted,231df697e717ad91,,138.0339504969815,0.4218678512003914,37.807331523871845,121.98007175655052,0.008933240484916283,0.034108276266888726,0.8024941454445933,1.0002777807126806,0.0,148.0,4.9,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,148.0,1.0,4.9,standard
20260906:baseline:86:bird:falcon:ideal,20260906:baseline:86,bird,falcon,baseline,sudden_escape,ideal,344,4.0.0,4.0.0,crossing,30.0,20260906,train,0.3168604651162791,False,False,accepted,231df697e717ad91,,122.34228294179746,0.0786510045440569,5.422220180151291,18.19578977862779,0.006430521694453781,0.0203846567904362,0.7617986192060074,1.0000164602878105,0.0,235.0,7.8,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,235.0,1.0,7.8,standard
20260906:baseline:86:drone:fixed_wing_drone:ideal,20260906:baseline:86,drone,fixed_wing_drone,baseline,cruise,ideal,344,4.0.0,4.0.0,crossing,30.0,20260906,train,0.04941860465116277,False,False,accepted,231df697e717ad91,,90.94569413003107,0.03402080457624441,2.0018656113451976,10.65675677269443,0.00593348649953164,0.022655722154748432,1.1176915915224162,1.0000268553995062,0.0,327.0,10.867,29.999079782828744,timestamp_ms,0.0,0.0006656441717798334,0.0,1.0,0.0,1.0,327.0,1.0,10.867,standard
